date,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,impressions,reach,clicks,spend,cpc,ctr,cpm,frequency,results,result_rate,purchase_value,roas,delta_spend_pct,delta_results_pct,checkout_initiations,checkout_rate,quality_ranking,engagement_ranking,conversion_ranking
2026-03-10,,[00] ZONA DE ESTABILIDADE - REMARKETING TRAFFIC,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2026-03-10,,ASC PÚBLICO SALVO PB 01 (247),,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2026-03-10,,"[17/11/25] [LVC] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL B] [R$ 197,00] [1]",,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2026-03-10,,"[18/12/25] [LVC] [F] [AUTO] [VENDAS] [LKL COMPRADORES] [VSL B] [R$ 197,00] [2]",,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2026-03-10,,"[06/02/26] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [5]",,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2026-03-10,,"[12/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [R$ 197,00] [6]",,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2026-03-10,,"[12/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [R$ 197,00] [6]",,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2026-02-01,120237047550310163,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120238010963330163,00 -  Advantage+ [VSL B] - AD149 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 02,,AD149 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 02,151392,134207,1113,2718.12,2.4422,0.7352,17.9542,1.13,24.0,0.000159,0.0,0.0,,,182,13.1868,Na média,Na média,Na média
2026-02-01,120237047550310163,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120238323485780163,00 -  Advantage+ [VSL B] - AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5,,AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5,44026,33796,694,2113.16,3.0449,1.5763,47.998,1.3,13.0,0.000295,0.0,0.0,,,112,11.6071,Na média,Na média,Na média
2026-02-01,120238623515480163,"[13/12/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL A] [R$ 197,00] [1]",120238625480720163,00 - Page View VSL A - 180D - AD183 [MDA] [VID] VENDA - REMARKETING 12,,AD183 [MDA] [VID] VENDA - REMARKETING 12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120238626928870163,"[13/12/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [1]",120238626928830163,00 - Page View VSL C - 180D - AD163 [MDA] [VID] VENDA - REMARKETING 2,,AD163 [MDA] [VID] VENDA - REMARKETING 2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120238626928870163,"[13/12/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [1]",120238626928760163,00 - Page View VSL C - 180D - AD183 [MDA] [VID] VENDA - REMARKETING 12,,AD183 [MDA] [VID] VENDA - REMARKETING 12,925,697,12,86.02,7.1683,1.2973,92.9946,1.33,0.0,0.0,0.0,0.0,,,1,0.0,–,–,–
2026-02-01,120239726037500163,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037590163,00 - Lookalike 1% Pq 365d [VSL B],,AD155 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 07,13568,12007,111,272.5,2.455,0.8181,20.084,1.13,0.0,0.0,0.0,0.0,,,18,0.0,Na média,Na média,Na média
2026-02-01,120239726037500163,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037590163,00 - Lookalike 1% Pq 365d [VSL B],,AD58 [MDA] [VID] VENDA - AQUI O MEU CANAL JÁ TINHA,16399,10353,143,340.58,2.3817,0.872,20.7683,1.58,4.0,0.000244,0.0,0.0,,,18,22.2222,Abaixo da média – 35% mais baixos dos anúncios,Acima da média,Na média
2026-02-01,120239726037500163,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037590163,00 - Lookalike 1% Pq 365d [VSL B],,AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5,1025,886,15,42.81,2.854,1.4634,41.7659,1.16,0.0,0.0,0.0,0.0,,,8,0.0,–,–,–
2026-02-01,120239726037500163,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037590163,00 - Lookalike 1% Pq 365d [VSL B],,AD150 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 03,12111,11192,96,255.61,2.6626,0.7927,21.1056,1.08,1.0,8.3e-05,0.0,0.0,,,14,7.1429,Na média,Na média,Na média
2026-02-01,120239726037500163,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037590163,00 - Lookalike 1% Pq 365d [VSL B],,AD154 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 06,13678,11965,121,295.97,2.446,0.8846,21.6384,1.14,6.0,0.000439,0.0,0.0,,,27,22.2222,Na média,Na média,Na média
2026-02-01,120237047550310163,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120240072356180163,00 -  Advantage+ [VSL B] - AD188 [MDA] [VID] VENDA - ELE TA GANHANDO MAIS,,AD188 [MDA] [VID] VENDA - ELE TA GANHANDO MAIS,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120237047550310163,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120240193675450163,00 -  Advantage+ [VSL B] - AD101 [MDA] [VID] VENDA - VOU TE REVELAR O SEGREDO V11,,AD101 [MDA] [VID] VENDA - VOU TE REVELAR O SEGREDO V11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239177089580163,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120240315900810163,[00 - Aberto] [VSL C] - Best Ads [3°  Semana Jan26],,AD187 [MDA] [VID] VENDA - OLHA QUANTO ESSE,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239177089580163,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120240315900810163,[00 - Aberto] [VSL C] - Best Ads [3°  Semana Jan26],,AD158 [MDA] [VID] VENDA - DA PRA GANHAR MUITA GRANA,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239177089580163,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120240315900810163,[00 - Aberto] [VSL C] - Best Ads [3°  Semana Jan26],,"AD07 [MDA] [VID] VENDA - 1 MISSÃO, MONETIZAR MAIS 1",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239177089580163,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120240315900810163,[00 - Aberto] [VSL C] - Best Ads [3°  Semana Jan26],,AD189 [MDA] [VID] VENDA - SE VOCÊ OLHAR NO MEU,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120240429784550163,[00 - Aberto] [VSL B] - Best Ads [Geral Janeiro],,AD149 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 02,3516,2940,37,91.33,2.4684,1.0523,25.9755,1.2,0.0,0.0,0.0,0.0,,,9,0.0,–,–,–
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120240429784550163,[00 - Aberto] [VSL B] - Best Ads [Geral Janeiro],,AD154 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 06,863,846,1,13.88,13.88,0.1159,16.0834,1.02,0.0,0.0,0.0,0.0,,,1,0.0,–,–,–
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120240429784550163,[00 - Aberto] [VSL B] - Best Ads [Geral Janeiro],,AD153 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO V2,15057,13749,116,276.01,2.3794,0.7704,18.331,1.1,1.0,6.6e-05,0.0,0.0,,,15,6.6667,–,–,–
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120240429784550163,[00 - Aberto] [VSL B] - Best Ads [Geral Janeiro],,AD151 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 04,196,194,5,4.37,0.874,2.551,22.2959,1.01,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120240429784550163,[00 - Aberto] [VSL B] - Best Ads [Geral Janeiro],,AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5,1103,996,18,39.79,2.2106,1.6319,36.0743,1.11,0.0,0.0,0.0,0.0,,,2,0.0,–,–,–
2026-02-01,120237047550310163,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120240513549680163,00 -  Advantage+ [VSL B] - AD61 [MDA] [VID] VENDA - SÓ FICA RICO NO BRASIL,,AD61 [MDA] [VID] VENDA - SÓ FICA RICO NO BRASIL,4312,3731,50,177.93,3.5586,1.1596,41.2639,1.16,1.0,0.000232,0.0,0.0,,,6,16.6667,–,–,–
2026-02-01,120237047550310163,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120240513857320163,00 -  Advantage+ [VSL B] - AD190 [MDA] [VID] VENDA - PARA DE FICAR ACREDITANDO V2,,AD190 [MDA] [VID] VENDA - PARA DE FICAR ACREDITANDO V2,2728,2146,43,181.16,4.213,1.5762,66.4076,1.27,1.0,0.000367,0.0,0.0,,,5,20.0,–,–,–
2026-02-01,120238621687030163,"[13/12/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [1]",120240843511050163,00 - Advantage+ [VSL C] - AD194 [MDA] [VID] VENDA - NÃO PERDE TEMPO,,AD194 [MDA] [VID] VENDA - NÃO PERDE TEMPO,5684,3696,78,333.82,4.2797,1.3723,58.7298,1.54,2.0,0.000352,0.0,0.0,,,6,33.3333,Abaixo da média – 35% mais baixos dos anúncios,Na média,Na média
2026-02-01,120238621687030163,"[13/12/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [1]",120240843681090163,00 - Advantage+ [VSL C] - AD62 [MDA] [VID] VENDA - O YOUTUBE MUDOU AGORA,,AD62 [MDA] [VID] VENDA - O YOUTUBE MUDOU AGORA,6284,4113,42,333.86,7.949,0.6684,53.1286,1.53,1.0,0.000159,0.0,0.0,,,2,50.0,Na média,Na média,Na média
2026-02-01,120237047550310163,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120238011492190163,00 -  Advantage+ [VSL B] - AD153 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO V2,,AD153 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO V2,97170,88361,899,1742.02,1.9377,0.9252,17.9276,1.1,7.0,7.2e-05,0.0,0.0,,,109,6.422,Na média,Acima da média,Na média
2026-02-01,120238621687030163,"[13/12/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [1]",120238621687280163,00 - Advantage+ [VSL C] - AD159 [MDA] [VID] VENDA - EU VENHO DE FAMILIA POBRE,,AD159 [MDA] [VID] VENDA - EU VENHO DE FAMILIA POBRE,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120238623515480163,"[13/12/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL A] [R$ 197,00] [1]",120238623515490163,00 - Page View VSL A - 180D - AD169 [MDA] [VID] VENDA - REMARKETING 8,,AD169 [MDA] [VID] VENDA - REMARKETING 8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120238626928870163,"[13/12/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [1]",120238626928810163,00 - Page View VSL C - 180D - AD164 [MDA] [VID] VENDA - REMARKETING 3,,AD164 [MDA] [VID] VENDA - REMARKETING 3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137740163,[00 - Aberto] [VSL B],,AD155 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 07,6087,5787,42,103.1,2.4548,0.69,16.9377,1.05,0.0,0.0,0.0,0.0,,,7,0.0,–,–,–
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137740163,[00 - Aberto] [VSL B],,AD154 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 06,11675,10565,122,265.56,2.1767,1.045,22.746,1.11,1.0,8.6e-05,0.0,0.0,,,19,5.2632,Na média,Na média,Na média
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137740163,[00 - Aberto] [VSL B],,AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5,8365,5892,124,264.31,2.1315,1.4824,31.5971,1.42,2.0,0.000239,0.0,0.0,,,20,10.0,Na média,Na média,Na média
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137740163,[00 - Aberto] [VSL B],,AD150 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 03,94642,79603,671,1518.19,2.2626,0.709,16.0414,1.19,9.0,9.5e-05,0.0,0.0,,,113,7.9646,Na média,Na média,Na média
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137740163,[00 - Aberto] [VSL B],,AD58 [MDA] [VID] VENDA - AQUI O MEU CANAL JÁ TINHA,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239726037500163,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120240064195440163,00 - Lookalike 1% Pq 365d [VSL B] - 1,,AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239726037500163,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120240064195440163,00 - Lookalike 1% Pq 365d [VSL B] - 1,,AD58 [MDA] [VID] VENDA - AQUI O MEU CANAL JÁ TINHA,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239726037500163,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120240064195440163,00 - Lookalike 1% Pq 365d [VSL B] - 1,,AD155 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 07,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120237047550310163,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120240193206640163,00 -  Advantage+ [VSL B] - AD04 [MDA] [VID] VENDA - PRA QUÊ EU VOU FAZER,,AD04 [MDA] [VID] VENDA - PRA QUÊ EU VOU FAZER,49468,40778,418,1115.68,2.6691,0.845,22.5536,1.21,7.0,0.000142,0.0,0.0,,,57,12.2807,Na média,Na média,Na média
2026-02-01,120237047550310163,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120240193801070163,00 -  Advantage+ [VSL B] - AD59 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V7,,AD59 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120238621687030163,"[13/12/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [1]",120240315617930163,00 - Advantage+ [VSL C] - AD189 [MDA] [VID] VENDA - SE VOCÊ OLHAR NO MEU,,AD189 [MDA] [VID] VENDA - SE VOCÊ OLHAR NO MEU,11550,6034,198,822.32,4.1531,1.7143,71.1965,1.91,4.0,0.000346,0.0,0.0,,,12,33.3333,Na média,Na média,Na média
2026-02-01,120240432066700163,"[24/01/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [5]",120240432066830163,00 - Page View VSL C - 180D - Best Ads Geral Jan,,AD162 [MDA] [VID] VENDA - REMARKETING 1,3553,1184,36,262.95,7.3042,1.0132,74.0079,3.0,0.0,0.0,0.0,0.0,,,2,0.0,–,–,–
2026-02-01,120240432066700163,"[24/01/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [5]",120240432066830163,00 - Page View VSL C - 180D - Best Ads Geral Jan,,AD165 [MDA] [VID] VENDA - REMARKETING 4,4356,1081,37,280.59,7.5835,0.8494,64.4146,4.03,3.0,0.000689,0.0,0.0,,,10,30.0,Abaixo da média – 35% mais baixos dos anúncios,Na média,Na média
2026-02-01,120240432066700163,"[24/01/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [5]",120240432066830163,00 - Page View VSL C - 180D - Best Ads Geral Jan,,AD182 [MDA] [VID] VENDA - REMARKETING 11,3568,1059,29,235.9,8.1345,0.8128,66.1155,3.37,3.0,0.000841,0.0,0.0,,,7,42.8571,–,–,–
2026-02-01,120240432066700163,"[24/01/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [5]",120240432066830163,00 - Page View VSL C - 180D - Best Ads Geral Jan,,AD183 [MDA] [VID] VENDA - REMARKETING 12,886,485,5,43.94,8.788,0.5643,49.5937,1.83,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120237047550310163,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120240513498740163,00 -  Advantage+ [VSL B] - AD62 [MDA] [VID] VENDA - O YOUTUBE MUDOU AGORA,,AD62 [MDA] [VID] VENDA - O YOUTUBE MUDOU AGORA,3214,2678,44,182.7,4.1523,1.369,56.8451,1.2,1.0,0.000311,0.0,0.0,,,6,16.6667,–,–,–
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120240676444450163,[00 - Aberto] [VSL B] - Best Ads [3° Semana],,AD04 [MDA] [VID] VENDA - PRA QUÊ EU VOU FAZER,202,187,2,3.71,1.855,0.9901,18.3663,1.08,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120240676444450163,[00 - Aberto] [VSL B] - Best Ads [3° Semana],,AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5,121,119,3,2.93,0.9767,2.4793,24.2149,1.02,0.0,0.0,0.0,0.0,,,1,0.0,–,–,–
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120240676444450163,[00 - Aberto] [VSL B] - Best Ads [3° Semana],,"AD07 [MDA] [VID] VENDA - 1 MISSÃO, MONETIZAR MAIS 1",59362,47252,579,1262.16,2.1799,0.9754,21.2621,1.26,12.0,0.000202,0.0,0.0,,,112,10.7143,Na média,Na média,Na média
2026-02-01,120239176137660163,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120240676444450163,[00 - Aberto] [VSL B] - Best Ads [3° Semana],,AD06 [LVC] [VID] VENDA - SABE O QUE DA DINHEIRO HOJE,69,64,0,4.42,0.0,0.0,64.058,1.08,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120238621687030163,"[13/12/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [1]",120240843707880163,00 - Advantage+ [VSL C] - AD61 [MDA] [VID] VENDA - SÓ FICA RICO NO BRASIL,,AD61 [MDA] [VID] VENDA - SÓ FICA RICO NO BRASIL — Cópia,6829,5344,76,332.68,4.3774,1.1129,48.7158,1.28,1.0,0.000146,0.0,0.0,,,6,16.6667,Abaixo da média – 35% mais baixos dos anúncios,Na média,Na média
2026-02-01,120238621687030163,"[13/12/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [1]",120238621687200163,00 - Advantage+ [VSL C] - AD67 [MDA] [VID] VENDA - OLHA SÓ ESSA PLACA V2,,AD67 [MDA] [VID] VENDA - OLHA SÓ ESSA PLACA V2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120238623515480163,"[13/12/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL A] [R$ 197,00] [1]",120238625231520163,00 - Page View VSL A - 180D - AD162 [MDA] [VID] VENDA - REMARKETING 1,,AD162 [MDA] [VID] VENDA - REMARKETING 1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120238626928870163,"[13/12/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [1]",120238626928800163,00 - Page View VSL C - 180D - AD182 [MDA] [VID] VENDA - REMARKETING 11,,AD182 [MDA] [VID] VENDA - REMARKETING 11,7343,4076,93,649.0,6.9785,1.2665,88.3835,1.8,8.0,0.001089,0.0,0.0,,,22,36.3636,Abaixo da média – 35% mais baixos dos anúncios,Na média,Na média
2026-02-01,120239177089580163,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120239177089680163,[00 - Aberto] [VSL C] - Best Ads [Gerais],,AD154 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 06,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239177089580163,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120239177089630163,[00 - Lookalike 1% Pq 365d] [VSL C],,AD154 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 06,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239177089580163,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120239177089630163,[00 - Lookalike 1% Pq 365d] [VSL C],,AD58 [MDA] [VID] VENDA - AQUI O MEU CANAL JÁ TINHA,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239177089580163,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120239177089630163,[00 - Lookalike 1% Pq 365d] [VSL C],,AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239177089580163,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120239177089630163,[00 - Lookalike 1% Pq 365d] [VSL C],,AD155 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 07,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239177089580163,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120239177089630163,[00 - Lookalike 1% Pq 365d] [VSL C],,AD150 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,–,–,–
2026-02-01,120239177089580163,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120239177089680163,[00 - Aberto] [VSL C] - Best Ads [Gerais],,AD150 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 03,61349,24363,243,953.33,3.9232,0.3961,15.5395,2.52,5.0,8.2e-05,0.0,0.0,,,32,15.625,Na média,Na média,Na média
